x y
1202.2158989413936 1286.1076969053317
501.27814457659616 805.1952364323682
504.8563371825439 798.8080611700137
1097.404324262038 1407.529865406268
599.7250182523923 1203.5452962818301
1399.7051792104703 901.9983217720782
90.63535588173394 217.62198419445556
1109.8257582464225 1392.9801953061933
96.56756563058963 195.76181167152092
1101.5388049996034 1404.8974146166356
394.26681925273977 691.0918728241861
1110.392364401881 1393.9660514364516
1194.238328242424 1289.8110387144761
1498.6019300230357 1096.320939400839
392.6062667620141 719.7539361343422
305.929636346624 1480.5876788071682
803.2661539517188 408.7952864737136
1406.1753715702948 906.0513147572141
308.098082997173 1489.7754877215964
615.6844393675304 1202.8729763561496
511.05434164279 793.2192099923562
997.2622334032926 504.34724251560266
607.9127514184387 1197.0101502263706
298.4611860821024 1510.6508402084842
792.1620013384992 385.6140196386694
388.008019684915 705.5987031781012
594.1467346146653 1195.3085850205498
1521.840765838974 1102.2771076264821
1215.170179121022 1301.7416359923332
596.8663592860195 1201.6514591477398
1378.0761159584795 901.9682664986573
1387.1047982887426 894.5599996304554
105.37493182327543 205.92605055498032
1097.3751028095764 1389.868916371047
995.4143035658817 507.84156916030474
1095.0037993597273 1417.013850253811
105.26155357801292 196.17488806021026
305.7667467715792 1493.169413687646
107.02610299946348 193.5091052505083
1201.841302008938 1310.7745328065628
781.541693626592 392.7762200819554
799.364702815009 390.8760483400267
596.7995614432283 1193.709815741984
95.8707502332492 192.30138703420093
794.9681791687058 406.3346843564024
1504.3210410778993 1102.122727140708
1098.8300004087919 1414.4995675594628
100.80231464222489 191.78402331498376
1398.1127358852498 886.6294036728764
810.1078892912574 404.1663694713629
303.14814113566587 1495.3945977864066
1185.6986682693546 1302.6636257751672
1204.7279779336561 1293.0539595936946
296.8526537832071 1495.665337285076
1500.7426267143076 1100.9468145979365
1216.3770188605374 1310.0152743059746
404.7590132310221 697.94520756327
601.912897931359 1198.9916424526425
1396.230384868902 894.5981593090648
288.2926340122692 1515.7314301568697
807.5925899409241 417.8724892448146
502.94528472467965 797.7679377730018
614.2476605839403 1198.6331260475863
1500.4835851265827 1090.3604328954452
993.4472215198022 497.3321634436316
495.4429949759052 799.2923714079841
1488.0542623672663 1105.244016529898
398.4576428741831 697.3936762975193
1198.4893424091035 1302.6138216826282
403.09268154988877 682.6744473779236
514.3482816302284 797.7918888669238
991.6703502305357 494.4589580725084
983.0100912069183 493.1180055308487
1390.8099267696675 893.9365345975134
497.91660842995435 805.1224343171396
987.3706148848004 502.50794249257285
1012.5786916189534 488.71049696435824
1115.1759415816819 1398.033371307541
1194.7937848924548 1312.3377550777684
109.41394812204203 198.3399359374188
986.2676029635886 498.87625590781215
996.4116005504216 509.4894925595549
519.6761725848888 821.2127498080603
781.8491498031404 396.2493507800805
1500.1880292577985 1082.225513842238
1090.945626499754 1402.493574765909
987.3220983866335 494.9251848230564
1387.0358482880538 902.679445728984
509.0722198588435 805.1445072945994
108.69130139068231 203.2901715657512
95.16761614524103 201.2880019513573
289.8927031001576 1509.4090669367474
406.6325388362487 694.2685284522485
1202.1403341767184 1296.2855183268562
403.84506787391587 689.0243825066844
601.964319399012 1214.7597176078232
309.42141737751444 1494.8774802413427
602.0089623061049 1202.2015636457927
393.3982328626919 710.3456649753344
1390.4817945600373 878.7112175684459
791.7005699447352 413.8901888240971
1504.0732615764516 1109.9701665180062
403.5457048748413 697.5028802163775
1489.1922274580904 1097.4747205043718
808.0602393652114 411.6041467291398
501.5189470985192 785.6225772970873
289.0939756869701 1500.5491678659355
1405.9348975286366 887.9422067669458
1091.3667920402659 1390.908697576302
1507.869023080178 1097.3333187981866
